,Text,User_name,id,location,prob,status
26,"RT @FoxNews: .@realDonaldTrump: ""No group in America has been more harmed by @HillaryClinton's policies than African Americans."" https://t.",Rose149213,713056591210086400,"Tyler, TX",0.666666666667,neutral
27,RT @AceRealityCheck: 10 Things @realDonaldTrump Supporters Are Too Stupid To Realize  -https://t.co/4QHWK8RiwE #DimWitDonnie #DumpTrump @Hi,itsthebilg,2626131899,wnc,0.533333333333,neutral
28,"RT @Bikers4Trump: Happy #WorldPhotoDay to Lyin' Crooked @HillaryClinton!
#LockHerUp &amp; Join us at https://t.co/AGuHKH0S7K
#RETWEET https://t",BlmBryan,2957397735,"Naples, FL",0.75,neutral
29,RT @HillarysAmerica: What's going on with @HillaryClinton's health? Thats a question many people (but not the media) are asking. https://t,NoOnQuestion1,2693892870,USA,0.5,neutral
30,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer",Hoglitosis,3884988372,Third stone from the sun.,0.391304347826,neutral
31,"RT @bob_owens: .@HillaryClinton There is no ""free."" You're sticking these students and their children and their children with the bill, plu",Pennysplace,86054485,"North Carolina, USA",0.52380952381,neutral
32,"@HillaryClinton #artofsuccess a new world order comes and goes,so as opportunity,  efforts must champion a rainbow focused nation of winners",preddymothopeng,95937124,Johannesburg,0.55,neutral
33,@Gene_Starwind @HillaryClinton @thinkprogress  where these questions also raised when Reagan was running in this matter especially 2nd term?,fransbeen,22030788,Haarlem - The Netherlands,0.555555555556,neutral
34,@SenateMajLdr @SpeakerRyan @GOP @clairecmc @HillaryClinton @NancyPelosi @SenWarren @SenFeinstein @timkaine THUGS! https://t.co/HG9vbTlpW1,URAFRAUD1,280740389,"Golden, CO",1.0,neutral
35,RT @onlinesarcasm: .@gene70 That was sarcasm. Oh you can be the next Bill Murray! Like if you agree or Reply with #Yes or #No https://t.co/,WesMoore19,3308049271,Texas,0.48,neutral
36,@hale_razor @MattMackowiak @HillaryClinton And you think EVERY foundation must make flood relief a priority?,NosaraNumberOne,344914616,Nosara and New York,0.5,neutral
37,"Another @HillaryClinton Lie.  If all this talk is not a lie, then she is without a doublt incompetent. #Liars https://t.co/bjoVFbZUcu",civilianpat,2297380796,United States,0.35,neutral
38,Thank you @HillaryClinton for mentioning our Guru: Hillary Clinton Statement on the Passing of Pramukh Swami Maharaj https://t.co/0BIfFF709k,mirvacu,334911759,"Sugar Land, TX",0.666666666667,neutral
39,RT @ShaneMosley_: I would like 2 do my own honest poll. Who is voting 4 @realDonaldTrump &amp; who is 4 @HillaryClinton. @MichaelCohen212,MoonDawg40,4186208238,"North Carolina, USA",0.454545454545,neutral
40,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer",gottchakidslol,3282712128,United States,0.391304347826,neutral
41,"If uwant 2know who will b President that is present&amp;amongst the ppl, turn on tv, @realDonaldTrump out there daily. Where's @HillaryClinton?",DanaNino2004,15576327,San Francisco CA,0.52380952381,neutral
42,@SeamasBelfast @HillaryClinton nah. Eisenhower is bae. P.S. @billclinton gutted Glass Stegal because Alan Greenspan told him to.,AndyMOBrien,779187318,Dublin,0.764705882353,neutral
43,"RT @USAneedsTRUMP: @HillaryClinton you care about Louisiana flood victims as much as you did Haiti, not at all! https://t.co/1VQ9y8iiMB",ellonianheiman,797451158,"Albany, LA",0.473684210526,neutral
44,"@HillaryClinton #disingenuous

Clintons charity is to themselves - https://t.co/fUKG5n3aPu - @washtimes",KyleMatthewsCRE,20643537,Southern California,0.636363636364,neutral
45,"Retweeted Hillary Clinton (@HillaryClinton):

We know that giving millionaires huge tax breaks doesn't help our... https://t.co/XeHwxmDU7Z",gmknowles,8104962,"San Antonio, Texas",0.5625,neutral
46,"@DebraMessing Hi Debra, Enjoy my Parody of ""Popular"" supporting @HillaryClinton Hillary Parody Video Song https://t.co/Nb1VWVFWi3",KevinDarryl,2400901568,USA,0.733333333333,neutral
47,@TheGOPReport @Fyr_patriot @HillaryClinton Will HilLIARy be taking a nap when you need her? Trump will be there.,tnitch,15876250,Chicago. IL,0.470588235294,neutral
48,"@tennyman2 @FoxNews @realDonaldTrump @HillaryClinton @POTUS Apparently you missed the $trillion Obama bill on ""not so shovel ready jobs""",AverageDave1,456812100,Georgia ,0.611111111111,neutral
49,.@FoxNews Hooray! Finally a candidate who speaks truth to African-Americans! Not like pandering @HillaryClinton #CNN https://t.co/IbTdHccfjp,wer4navy,756250327683248128,"Texas, USA",0.625,neutral
50,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer",Patrick18431,2924833429,30215,0.391304347826,neutral
51,"Banned from owning guns?
@HillaryClinton should be banned from being protected by them!
#gunsense
https://t.co/R2wmOjE7Al",2016Republic,700327414472314881,Hovering over your safe zone. ,0.466666666667,neutral
52,@HillaryClinton at least what he says isn't another LIE. You should just keep your mouth closed because everything out of you mouth is a LIE,jwatkinsaf,35048584,"Agoura Hills, Ca",0.52,hate
53,@HillaryforOH @HillaryClinton ask her about TPP the gold standar....= job loss open your eyes!,redhead4645,898904244,"New Jersey, USA",0.571428571429,neutral
54,"RT @PlaysTrumpCard: 1. lol
2. #WheresHillary
3. hey @cher its not Dr. Drews fault that @HillaryClinton is literally unfit for @POTUS https:",MacRedSoles,3067320818,on your timeline,0.636363636364,neutral
55,"@HillaryClinton @billclinton gift him a one way ticket out of this country &amp; go w him.  Bye Bye! 
#careercriminal #Benghazi #NeverHer #MAGA",jpucci39,623831293,New Jersey Proud,0.636363636364,neutral
56,@Deadhead1965 @STKnutsen @HillaryClinton @realDonaldTrump that is an excellent point!,MerrellAmy,4472099956,"Knoxville, TN",0.555555555556,neutral
57,"RT @TwinmomSue: When @HillaryClinton supporters start committing hate crimes in record numbers I will be convinced that she is a bigot.
@re",JJHopefulGay,2927249094,in every cishet's nightmare,0.5,neutral
58,@HillaryClinton Shame Hillary when your lies aren't working throw Colin Powell under the bus your lack of leadership skills begin to surface,ResargNivek,760921271240626176,"Lake Wales, FL",0.636363636364,neutral
59,RT @303john: @HillaryClinton cant be bothered. She is taking her blood thinners. #WheresHillary https://t.co/OU8fygarfp,JaynePenelope,3240523526,Basement of The Kremlin ,0.714285714286,neutral
60,@HillaryClinton #TrumpPence2016 #SickAnd Sicker,peggysbh,485966364,"North Pole, AK",1.0,neutral
61,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer",Redlegs1111,399078204,Ohio,0.391304347826,neutral
62,RT @machadooficial: I am proud and inspired to be american citizen.Honored and proud to be campaigning for @HillaryClinton @Hillary_esp htt,JONRUSO,109436852,Miami-Florida,0.55,neutral
63,RT @sumatrat: What do we have to lose - FREEDOM. Our actual freedom.  https://t.co/Mse78t4qON,dodi70,20729032,Ferguson at Heart     ,0.428571428571,neutral
64,"RT @FoxNews: .@realDonaldTrump: ""No group in America has been more harmed by @HillaryClinton's policies than African Americans."" https://t.",TylerHu99890202,3886705519,"Beverly Hills, CA",0.666666666667,neutral
65,@FoxNews @HillaryClinton  Trump 2.0..pandering to African Americans and Latinos....pants on fire,AnaCosentino2,3140485932,"Florida, USA",0.75,neutral
66,"RT @FoxNews: .@realDonaldTrump: ""@HillaryClinton wants to be America's Angela Merkel."" https://t.co/5cnJgQxbEh",HollyCarolEarls,98275031,Oklahoma,0.818181818182,neutral
67,Bigot Hillary Clinton finds a new way to use Black Folk. #TheColinMadeMeDoIt https://t.co/XWEZKiACMy,BuyTheNumber,2231716566,Elysium,0.461538461538,neutral
68,@HillaryClinton says visiting flood victims would be a distraction.  Translation: I'm not wasting my time and getting my pantsuit dirty,Recluse_777,527000093,127.0.0.1,0.4,neutral
69,RT @theboom1: @SupaReaper @KerinLeone @HillaryClinton @realDonaldTrump @DrJillStein i will go into the night knowing i did - https://t.co/H,Highcentered,395713066,Bonneville Dry Lake Bed,0.555555555556,neutral
70,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer",suzsu,24828703,Las Vegas,0.391304347826,neutral
71,RT @beachluv_r: @Dragonsnestling @abettertattoo @GinoTheBeagle @seanhannity @HillaryClinton i will make sure i have a good wine to watch tr,GinoTheBeagle,2453683651,America..USA,0.526315789474,neutral
72,Today is @BillClinton's birthday! It's not too late to sign his card here: https://t.co/AUICNErmBd by @HillaryClinton via @c0nvey,JoseRijo,34653060,"Punta Cana, Dominican Republic",0.555555555556,neutral
73,"RT @bfraser747: 1st Amendment 

@realDonaldTrump is far stronger than @HillaryClinton Dems want to give away control internet #MAGA https:",bandasaul9544,3195852355,Apache Land. USA,0.526315789474,neutral
74,@Twade85 @realDonaldTrump someone please tell @HillaryClinton her voters are taking buses. And here's why https://t.co/Jcv2jiP20b,ChristosCosta1,705619233351184384,my home ,0.733333333333,neutral
75,RT @Stealthy_Marine: I couldn't help myself!  Is @HillaryClinton coughing or impersonating Lewinsky  https://t.co/CEW3w4Lzgj,millerb7903,1385787109,"Lexington, Ky",0.714285714286,neutral
76,"Retweeted Hillary Clinton (@HillaryClinton):

Donald Trump wants to eliminate the estate tax. Doing so could save... https://t.co/3GhReHM1in",gmknowles,8104962,"San Antonio, Texas",0.764705882353,neutral
77,@HillaryClinton because they don't want terrorist in their country.... https://t.co/1bwbaCnxPK,luxorgroup,401657173,"Florida, USA",0.5,hate
78,"Go to a @HillaryClinton event and bring plenty of FLASH CUBES OR A STROBE LIGHT AND CATCH HER REACTION ON VIDEO!!!!
She is unfit physically!",SethRHazen,742332408247291904,"Pennsylvania, USA",0.44,neutral
79,"RT @morabitolee6: #BlameColinPowell @HillaryClinton well this certainly backfired on you HRC!!!!
thank you for more votes for TRUMP.. https",HotNostrilsrFun,718319754,#AllCatPack,0.526315789474,neutral
80,@HillaryClinton Enough with your lies America deserve better than you @HFA @oprah #HillaryLies #HillaryHealth https://t.co/Otdatm6I6N,RealtorRonW,376980108,"Fort Myers, FL",0.6,neutral
81,Welcome to USAs campaign of people FED UP w/Obama/@HillaryClinton Come JOIN us &amp; vote for @realDonaldTrump for TRUTH https://t.co/AGZQGY1znT,BillofRightsKin,128620038,Massachusetts,0.578947368421,neutral
82,"@shondarhimes Enjoy my Parody of ""Popular"" supporting @HillaryClinton Hillary Parody Video Song https://t.co/Nb1VWVFWi3",KevinDarryl,2400901568,USA,0.692307692308,neutral
83,"#syrianboy was tied with big corp's that paid of @HillaryClinton to help ravaged Syria, and start ISIS through libya this is an outrage!",IrLeaks,1146875461,USA,0.521739130435,neutral
84,@URAFRAUD1 @mcuban @HillaryClinton Did you have a loving relationship with your mother? Did she tell you she loves you a lot? You are safe.,pleaseriseup816,710312830075973632,"McLean, VA",0.416666666667,hate
85,TANTALIZED TEETS TREMBLE AS WE ALL CONSPIRY ON THE WHEREABOUTS OF @HillaryClinton #whereshillary,garthlast,744075273386135552,coming 2 a location near YOU,0.538461538462,neutral
86,RT @PoliticalShort: Hey @HillaryClinton where'd that $6B go while you were SecofState? We're about to find out. https://t.co/b3hpaOjC9r htt,missypeppers,714114690989694976,"Texas, USA",0.473684210526,neutral
87,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer",Freedom93fm,1543640652,"Tallahassee, FL",0.391304347826,neutral
88,"RT @bfraser747:  LOUISIANA 
Why can't @HillaryClinton take some of that #ClintonCrimeFoundation money &amp; send some help to Louisiana https:",Hnurse07,306187852,"South Carolina, USA",0.5,neutral
89,@7658 @HillaryClinton Why? Hillary brags about getting a pedo rapist off the hook but Trump said a mean thing. Your priorities are fucked.,AnnaMull__,760238643462012930,In a computer near you....,0.521739130435,neutral
90,"@rosenbergerlm @HillaryClinton @samdagher Crooked Hillary is Candidate of War Machine: Huffington Post
https://t.co/1lB5FMMWHK",Jimbos2002,819388633,"Washington, DC",0.846153846154,neutral
91,"RT @bfraser747:  LOUISIANA 
Why can't @HillaryClinton take some of that #ClintonCrimeFoundation money &amp; send some help to Louisiana https:",Murphy45,19888921,AZ,0.5,neutral
92,"RT @Harlan: In @HillaryClinton's America, the system stays rigged.

Great new @realDonaldTrump ad: https://t.co/jrGJU0ZwaD",BASH1955,23376602,Hawkeye state!,0.642857142857,neutral
93,"RT @Bikers4Trump: Is @HillaryClinton in Rehab for another Fall while Obama plays golf &amp; @realDonaldTrump Visits Flood Victims?
Join https:/",GiudyttaCortona,3735016395,Atlanta,0.6,neutral
94,@smerconish @NewDay @AlisynCamerota @PoppyHarlowCNN @realDonaldTrump @HillaryClinton Shameful that MSM is giving Trump such leeway.,marcyrw,16564503,Cahhhleeefoohhhnyyyyaaa,0.714285714286,neutral
95,"RT @scrowder: We get it, @HillaryClinton. Colin Powell is just the latest in the blame game. https://t.co/9viq3gYXrt",ThomasCorlett,163642779,Villanova,0.470588235294,neutral
96,RT @CorrectRecord: .@PolitiFact rated the claim that @HillaryClinton is for open borders as False. https://t.co/GRbjElu380 #TrumpLies,Alblint,42561102,"San Diego, CA",0.5625,neutral
97,@HillaryClinton Who exactly is advising you? Common . . .,RedemptionBill,763501927539679232,"Your Street, USA",0.6,like
98,@HillaryClinton Still the lamest conspiracy story ever and still reckless foreign policy to vilify another UN security council member nation,OTCbeast,2844641049,"Atlanta, GA",0.65,neutral
99,RT @DrJillStein: I asked CNN how @HillaryClinton explains #ClintonFoundation #PayToPlay emails. Clinton campaign response: no comment https,K7RAH,210103294,Idaho,0.823529411765,neutral
100,@HillaryClinton  Well? https://t.co/dsTWiN0N6t,JollyManBand,2579723330,Thomasville NC,1.0,neutral
101,"RT @FoxNews: .@realDonaldTrump: ""@HillaryClinton wants to be America's Angela Merkel."" https://t.co/5cnJgQxbEh",PeddRaam,396831702,London,0.818181818182,neutral
102,@jaymeswinn @ReutersPolitics @HillaryClinton Do you know how many ppl were afforded that same treatment?,PaulaRuiz1236,705532607790870528,USA,0.5,hate
103,I'm VOTING for @HillaryClinton!,Valdasa,44227897,"Tampa, Florida",0.5,neutral
104,"@AmericaFerrera Enjoy my Parody of ""Popular"" supporting @HillaryClinton Hillary Parody Video Song https://t.co/Nb1VWVFWi3",KevinDarryl,2400901568,USA,0.692307692308,neutral
105,"RT @USAneedsTRUMP: @HillaryClinton you care about Louisiana flood victims as much as you did Haiti, not at all! https://t.co/1VQ9y8iiMB",hobbsislander,315418953,Cul de Sac off Copperhead Rd,0.473684210526,neutral
106,RT @creynoldsnc: They got a lot wrong. https://t.co/tnPEAt2l72,Donna_West,18220818,"Las Vegas, NV ",0.5,neutral
107,"RT @zachhaller: The Atlantic w the truth-telling 
@HillaryClinton &amp; @theDemocrats are the new Republicans
 https://t.co/m1JwUO8ucX https:/",AirOpera,133875390,"Washington, DC",0.647058823529,neutral
108,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer",GirlWashdc,860542220,"Cleveland Park, DC",0.391304347826,neutral
109,RT @KellyRiddell: This is a truth bomb. Keep em coming https://t.co/fKq1N0txAg,cameronspeaks,40133635,WORLD ,0.545454545455,neutral
110,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer",SatyanAgarwal,893221620,"columbia, md",0.391304347826,neutral
111,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer",Beamin4Trump,703154936083656704,"New York, NY",0.391304347826,neutral
112,RT @maryam82584: @ElizbethLManess @HillaryClinton @gentlemanirish @KnucklDraginSam @jokesonus4sure lol so true so true lol https://t.co/SYB,KnucklDraginSam,245885182,Somewhere in the Hills of TN,0.857142857143,neutral
113,RT @libertad805: Ha about time #HillaryClinton  https://t.co/BSDRAeNnYM,talmadge5,123171022,"San Anselmo, California",0.714285714286,neutral
114,@onlinesarcasm @HillaryClinton @billclinton was not meant as sarcasm... but a rrue admiration for a couple who are together in thick n thin.,AnAngelOfDeath,303572206,"Earth, no idea where precisely",0.454545454545,neutral
115,"RT @bfraser747: 1st Amendment 

@realDonaldTrump is far stronger than @HillaryClinton Dems want to give away control internet #MAGA https:",Hnurse07,306187852,"South Carolina, USA",0.526315789474,neutral
116,@MarkGlyman @HillaryClinton @realDonaldTrump she's not worried. The fix is in.  She will be the next president. UNFORTUNATELY,jtoler20,953556990,Heart of Virginia  ,0.470588235294,neutral
117,"After paying taxes all your life, @HillaryClinton  @HFA wants to take a percentage of what you left when u die! Not @realDonaldTrump",Maxzen2004,21400889,"Florida, USA",0.5,hate
118,RT @dhaakenson: Washington Post: @HillaryClintons Colin Powell did it defense of her email practices is just plain wrong https://t.co/Xj,traviolio,280355909,third rock,0.684210526316,neutral
119,@FoxNews @realDonaldTrump @HillaryClinton What policies? Was she elected President and I missed it ?,Fins26,467910759,"Barnstable Town, MA",0.5,neutral
120,RT @AZWS: @HouseGOP have detailed perjury allegations against @HillaryClinton ... https://t.co/R2s73ILMhQ #CorruptDem RT https://t.co/h4AXD,willtoresist,3354987492,Proud to be Texan on the Front,0.714285714286,neutral
121,RT @Hillary2016Pres: It is past time for women to take their rightful place. @HillaryClinton #Hillary2016 #ImWithHer #GOPdebate https://t.c,KathyA11,60403862, NJ transplant now in FL,0.555555555556,neutral
122,U.S. judge rules against @HillaryClinton giving sworn testimony over emails https://t.co/l6XLff7opF https://t.co/wgi6Rdltyc,AurindomM,285594128,Bangalore,0.75,neutral
123,"@EvaLongoria Enjoy my Parody of ""Popular"" supporting @HillaryClinton Hillary Parody Video Song https://t.co/Nb1VWVFWi3",KevinDarryl,2400901568,USA,0.692307692308,neutral
124,That moment when @realDonaldTrump comes to Louisiana to visit the #Flood2016 forcing both #Obama &amp;@HillaryClinton to visit next week.,johnrkerry,244957606,Louisiana,0.526315789474,neutral
125,"RT @mplay0000: @Able_49 
The Important thing is @HillaryClinton got her $$$$$$$$ https://t.co/53w2wBwQZX",ToddZahnd,1488993624,South Carolina,0.583333333333,neutral
126,@FoxNews @HillaryClinton @realDonaldTrump stop with the African American bs. You'd put all in jail. Waiting for your full page ad,AliciaBeck20,3755153176,"New Albany, OH",0.45,neutral
127,RT @anahwood: is this a secret female murderer club meeting https://t.co/OcvaaAptoy,OdomCade,1093726242,"New Hope, MS",0.727272727273,neutral
128,#WheresHillary CORRUPT #CrookedHillary @HillaryClinton is with Slimeball Bill trying to hide #ClintonFoundation cash https://t.co/p20yEsyMuR,AmericanFreedo2,926394883,United States of America,0.714285714286,neutral
129,"@RhonUSA were u an American here @keprdad @HillaryClinton @MicahGrimes  
https://t.co/YUusj2hQkV",EliteSquad52,45620701,United States ,0.7,neutral
130,RT @Hillary2016Pres: It is past time for women to take their rightful place. @HillaryClinton #Hillary2016 #ImWithHer #GOPdebate https://t.c,ReneeNWhitfield,496047763,"Terrell, TX",0.555555555556,neutral
131,"RT @morabitolee6: #BlameColinPowell @HillaryClinton well this certainly backfired on you HRC!!!!
thank you for more votes for TRUMP.. https",dme820,3365043100,"Florida, USA",0.526315789474,neutral
132,"Lost opporunity, @HillaryClinton. https://t.co/TqIhuUpP6Z",unpoetaloco,20547002,"Norman, OK",0.75,neutral
133,"@viciousbabushka @Cory_1077 @SandraTXAS @HillaryClinton That's not all he handed out, while Obama was golfing &amp; Hillary was sleeping.#trump",ChristinaMann2,315181809,"Belleville, IL",0.555555555556,neutral
134,@tennyman2 @FoxNews @realDonaldTrump @HillaryClinton @POTUS Gov doesn't produce jobs. Private enterprise does. That's why liberalism fails.,AverageDave1,456812100,Georgia ,0.75,neutral
135,"@celiakw21 @CNNPolitics How about a like inquiry of @HillaryClinton ?? The PEOPLE get it. Media should be investigated, too.",Sidspeaks1,3315416702,Manhattan~Mass~Mexico,0.473684210526,hate
136,RT @nycjim: .@johnastoehr is up to No. 87 in his epic @HillaryClinton #doublestandard #sexism tweetstorm. Hoping he hits 100. https://t.co/,Goinbi11,398894811,"Butler, PA",0.7,neutral
137,RT @hale_razor: Hi @HillaryClinton How much money has your Clinton Foundation donated to Louisiana flood relief? I hear it's a charity.,WarDamnWade,68206184,Depends on the day,0.52380952381,neutral
138,"@CNNSitRoom
Now @HillaryClinton wants to COMPLETELY DESTROY IT By Separating it Completely By Gender? If She Wins? It's Over. Black Women?",commonman80,37796609,Hackensack NJ,0.47619047619,hate
139,"RT @bfraser747:  LOUISIANA 
Why can't @HillaryClinton take some of that #ClintonCrimeFoundation money &amp; send some help to Louisiana https:",TrotAlex,2321272902,TEXAS ,0.5,neutral
140,"Retweeted Hillary Clinton (@HillaryClinton):

The flooding in Louisiana is worse than anyone expected, and they... https://t.co/nfx5Ll76c4",gmknowles,8104962,"San Antonio, Texas",0.625,neutral
141,@realDonaldTrump Thank You for going to LA and helping. Already more of a POTUS than @POTUS and @HillaryClinton .,NaeguNugu,743647778207784961,United States,0.421052631579,neutral
142,"With all due respect, voting 3rd party is like oissin' in the wind.
#futileattempt https://t.co/NcEjTT1rog",DeAnn_1,322074102,Gypsy,0.533333333333,neutral
143,@HillaryClinton Why do you take so many days off?are you sick.we are sick of your lies,jwatkinsaf,35048584,"Agoura Hills, Ca",0.4375,hate
144,@HillaryClinton SlickWilly wants to chase Whitehouse interns again!  #SlickWillyAndMonica,peggysbh,485966364,"North Pole, AK",0.777777777778,neutral
145,"RT @HillaryforPA: From good-paying jobs to college debt relief, @HillaryClinton has a plan to lift up Millennials. https://t.co/lnH2sFecOA",damonbethea1,183753455,"Penn Hills, PA ( Pittsburgh ) ",0.611111111111,neutral
146,"@JaeCreitch @stringfellow2  , @HillaryClinton is probably changer her diaper right now. #HillaryHealth",JVC341,33864842,#MilitaryMonday #2A  #K9,0.583333333333,neutral
147,"He just makes shit up! And I'll put chocolate milk in the water fountains , if I'm your 6th grade President.  https://t.co/KgrfeujjCc",dookievision,2916542633,"North Carolina, USA",0.5,neutral
148,RT @GoDonaldTrump: @FoxNews @realDonaldTrump @HillaryClinton AMERICA! SHOW THE MEDIA HOW MUCH WE LOVE PRESIDENT TRUMP!LIKE AND RETWEET,lilymooncloud,20335940,"Jerseyville, IL",0.647058823529,neutral
149,This is what happens to you if your name isn't @HillaryClinton and you mess with classified information. https://t.co/15SfjnnytS,thelongversion,62885484,Rocky Mountains,0.444444444444,hate
150,Their old advisor says she is using it to get sympathy from American voters. https://t.co/I8peerdThk,Diane_in_Tucson,722310280068276225,"Tucson, AZ",0.4,hate
151,"RT @bfraser747: 1st Amendment 

@realDonaldTrump is far stronger than @HillaryClinton Dems want to give away control internet #MAGA https:",LuisMGuerra1,3260134182,United States,0.526315789474,neutral
152,"@FoxNews @HillaryClinton uses african americans for votes, says founder of #BlackLivesMatter #ColinPowell",coastalcrazy,18720386,Midcoast Maine,0.75,neutral
153,ask 12yr old rape victimn what she think of Hillary...or the GOLD STAR families that she lied to. Blamed video ! https://t.co/H82ROENL6p,redhead4645,898904244,"New Jersey, USA",0.409090909091,neutral
154,"Fair and balanced. 
@realDonaldTrump @JudgeJeanine @HillaryClinton @TheFive @SenWarren @greta https://t.co/FlnlhitFqd",JoeRicanMarscal,444796408,San Diego CA,0.9,neutral
155,"RT @bfraser747:  LOUISIANA 
Why can't @HillaryClinton take some of that #ClintonCrimeFoundation money &amp; send some help to Louisiana https:",mamendoza480,4064788573,"Mesa, AZ",0.5,neutral
